"","groupid","groupid2","MPCAID","parameter","Pollutant","poc","year","scheduled","count_valid","pct_complete","count_zero","pct_zero","count_detect","pct_detect","average","X2nd_high","std_dev","confidence.95.","CAS","Site","AQS_ID_text","AQS_ID_num","City","Site_Name","Report_Name","RegionName","Region2","Site_Description","Address","UTM_zone","UTM_easting","UTM_north","km_mean","km_sd","km_UCL"
"1027","816.43824.1","816.43824.1.2005",816,43824,"Trichloroethylene",1,2005,61,55,0.901639344,0,0,8,0.145454545,0.174603636,0.5589,0.178974269,0.048383522,"79-01-6","Holman Field","27-123-0017",271230017,"St. Paul","Holman Field","St. Paul-Holman Field","Metro","Urban","zip is 55107","HOLMAN FIELD",15,494862,4976512,0.447292727,0.07016155,0.466260051
"1028","816.45109.1","816.45109.1.2005",816,45109,"M/P Xylene",1,2005,61,54,0.885245902,0,0,35,0.648148148,0.792394444,2.1538,0.522565911,0.142633037,"0","Holman Field","27-123-0017",271230017,"St. Paul","Holman Field","St. Paul-Holman Field","Metro","Urban","zip is 55107","HOLMAN FIELD",15,494862,4976512,0.858414815,0.4742669,0.98786476
"1029","816.45201.1","816.45201.1.2005",816,45201,"Benzene",1,2005,61,55,0.901639344,0,0,55,1,0.678372727,1.3993,0.281936584,0.076218135,"71-43-2","Holman Field","27-123-0017",271230017,"St. Paul","Holman Field","St. Paul-Holman Field","Metro","Urban","zip is 55107","HOLMAN FIELD",15,494862,4976512,0.678372727,0.2845351,0.755293339
"1030","816.45202.1","816.45202.1.2005",816,45202,"Toluene",1,2005,61,54,0.885245902,0,0,54,1,1.529038889,3.3841,0.789031449,0.215364128,"108-88-3","Holman Field","27-123-0017",271230017,"St. Paul","Holman Field","St. Paul-Holman Field","Metro","Urban","zip is 55107","HOLMAN FIELD",15,494862,4976512,1.529038889,0.7964404,1.746425272
"1031","816.45203.1","816.45203.1.2005",816,45203,"Ethylbenzene",1,2005,61,56,0.918032787,0,0,38,0.678571429,0.252780357,0.6427,0.152329009,0.040793975,"100-41-4","Holman Field","27-123-0017",271230017,"St. Paul","Holman Field","St. Paul-Holman Field","Metro","Urban","zip is 55107","HOLMAN FIELD",15,494862,4976512,0.269082143,0.1401984,0.30662752
"1032","816.45204.1","816.45204.1.2005",816,45204,"O-Xylene",1,2005,61,55,0.901639344,0,0,9,0.163636364,0.281941818,0.8511,0.184838362,0.049968809,"95-47-6","Holman Field","27-123-0017",271230017,"St. Paul","Holman Field","St. Paul-Holman Field","Metro","Urban","zip is 55107","HOLMAN FIELD",15,494862,4976512,0.450529091,0.1102786,0.480341573
"1033","816.45208.1","816.45208.1.2005",816,45208,"1,2,4-Trimethylbenzene",1,2005,61,56,0.918032787,0,0,34,0.607142857,0.448564286,1.1994,0.327246053,0.087637065,"95-63-6","Holman Field","27-123-0017",271230017,"St. Paul","Holman Field","St. Paul-Holman Field","Metro","Urban","zip is 55107","HOLMAN FIELD",15,494862,4976512,0.502460714,0.2876635,0.579497502
"1034","816.45501.1","816.45501.1.2005",816,45501,"Benzaldehyde",1,2005,61,56,0.918032787,2,0.035714286,52,0.928571429,0.083285714,0.2397,0.059936366,0.016051064,"100-52-7","Holman Field","27-123-0017",271230017,"St. Paul","Holman Field","St. Paul-Holman Field","Metro","Urban","zip is 55107","HOLMAN FIELD",15,494862,4976512,0.0843125,0.05927269,0.10018583
"1035","820.43205.1","820.43205.1.2005",820,43205,"Propylene",1,2005,61,56,0.918032787,0,0,55,0.982142857,2.713683929,6.0495,1.807392784,0.484022948,"115-07-1","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,2.731048214,1.802307,3.213709181
"1036","820.43207.1","820.43207.1.2005",820,43207,"Freon 113",1,2005,61,57,0.93442623,0,0,44,0.771929825,0.550985965,0.7587,0.09434988,0.025034393,"76-13-1","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.56564386,0.07386424,0.585242681
"1037","820.43218.1","820.43218.1.2005",820,43218,"1,3-Butadiene",1,2005,61,60,0.983606557,0,0,31,0.516666667,0.157736667,0.4336,0.103510991,0.026739724,"106-99-0","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.180618333,0.08888761,0.203580438
"1038","820.43231.1","820.43231.1.2005",820,43231,"N-Hexane",1,2005,61,58,0.950819672,0,0,58,1,1.227765517,3.3908,0.775851403,0.203999727,"110-54-3","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,1.227765517,0.7826275,1.433546928
"1039","820.43232.1","820.43232.1.2005",820,43232,"N-Heptane",1,2005,61,59,0.967213115,0,0,58,0.983050847,0.562561017,1.6311,0.374726621,0.097654289,"142-82-5","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.563186441,0.3773513,0.661524725
"1040","820.43248.1","820.43248.1.2005",820,43248,"Cyclohexane",1,2005,61,60,0.983606557,0,0,33,0.55,0.229933333,0.7056,0.153823574,0.039736843,"110-82-7","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.254908333,0.1363248,0.290124763
"1041","820.43312.1","820.43312.1.2005",820,43312,"2-Proponol",1,2005,61,55,0.901639344,14,0.254545455,24,0.436363636,0.605314545,4.4172,1.047532283,0.283187644,"67-63-0","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.758970909,0.9909738,1.026868653
"1042","820.43447.1","820.43447.1.2005",820,43447,"Vinyl Acetate",1,2005,61,56,0.918032787,0,0,44,0.785714286,1.329198214,4.3943,1.064354783,0.285036072,"108-05-4","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,1.365285714,1.041689,1.64425185
"1043","820.43502.1","820.43502.1.2005",820,43502,"Formaldehyde",1,2005,61,51,0.836065574,0,0,51,1,2.180788235,6.4183,1.702817036,0.478925009,"50-00-0","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,2.180788235,1.719761,2.664478811
"1044","820.43503.1","820.43503.1.2005",820,43503,"Acetaldehyde",1,2005,61,53,0.868852459,0,0,53,1,1.201118868,2.4547,0.606240619,0.16710061,"75-07-0","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,1.201118868,0.6120421,1.369818564
"1045","820.43504.1","820.43504.1.2005",820,43504,"Propionaldehyde",1,2005,61,52,0.852459016,0,0,52,1,0.220782692,0.5727,0.13369481,0.037220873,"123-38-6","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.220782692,0.1349992,0.258366709
"1046","820.43510.1","820.43510.1.2005",820,43510,"Butyraldehyde",1,2005,61,53,0.868852459,0,0,53,1,0.397828302,0.9377,0.220335901,0.060732096,"123-72-8","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.397828302,0.2224444,0.459141572
"1047","820.43516.1","820.43516.1.2005",820,43516,"Trans-Crotonaldehyde",1,2005,61,46,0.754098361,33,0.717391304,13,0.282608696,0.011252174,0.0567,0.025265983,0.007503071,"123-73-9","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.022873913,0.02158412,0.029283605
"1048","820.43551.1","820.43551.1.2005",820,43551,"Acetone",1,2005,61,53,0.868852459,0,0,8,0.150943396,1.509392453,3.5757,0.889481613,0.245171497,"67-64-1","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,2.487433962,0.3197696,2.57557338
"1049","820.43552.1","820.43552.1.2005",820,43552,"Methyl Ethyl Ketone",1,2005,61,56,0.918032787,0,0,50,0.892857143,0.963682143,2.2238,0.643971074,0.17245658,"78-93-3","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.976476786,0.634045,1.146275146
"1050","820.43801.1","820.43801.1.2005",820,43801,"Chloromethane",1,2005,61,56,0.918032787,1,0.017857143,55,0.982142857,0.965971429,1.6462,0.301743445,0.080807422,"74-87-3","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.968564286,0.2966644,1.048011531
"1051","820.43802.1","820.43802.1.2005",820,43802,"Dichloromethane",1,2005,61,58,0.950819672,1,0.017241379,25,0.431034483,0.403196552,1.4405,0.340904757,0.089636337,"75-09-2","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.458731034,0.3185996,0.542502528
"1052","820.43804.1","820.43804.1.2005",820,43804,"Carbon Tetrachloride",1,2005,61,58,0.950819672,0,0,54,0.931034483,0.540072414,0.692,0.08476112,0.0222868,"56-23-5","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.544846552,0.07635831,0.564923946
"1053","820.43811.1","820.43811.1.2005",820,43811,"Trichlorofluoromethane",1,2005,61,57,0.93442623,0,0,57,1,1.325845614,1.9271,0.241291822,0.064023338,"75-69-4","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,1.325845614,0.2434367,1.390438065
"1054","820.43823.1","820.43823.1.2005",820,43823,"Dichlorodifluoromethane",1,2005,61,59,0.967213115,0,0,58,0.983050847,2.661859322,3.3973,0.525194026,0.136866308,"75-71-8","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,2.689686441,0.4207422,2.799332456
"1055","820.45109.1","820.45109.1.2005",820,45109,"M/P Xylene",1,2005,61,59,0.967213115,0,0,56,0.949152542,1.613949153,4.5421,1.093097353,0.284862722,"0","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,1.62020339,1.096292,1.905898641
"1056","820.45201.1","820.45201.1.2005",820,45201,"Benzene",1,2005,61,58,0.950819672,0,0,58,1,1.097760345,2.7985,0.557304987,0.146535877,"71-43-2","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,1.097760345,0.5621724,1.245576042
"1057","820.45202.1","820.45202.1.2005",820,45202,"Toluene",1,2005,61,59,0.967213115,0,0,59,1,3.403662712,10.8834,3.125782788,0.814583431,"108-88-3","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,3.403662712,3.152614,4.225238395
"1058","820.45203.1","820.45203.1.2005",820,45203,"Ethylbenzene",1,2005,61,61,1,0,0,60,0.983606557,0.4909,1.2853,0.314189083,0.080467561,"100-41-4","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.492109836,0.3154601,0.572902919
"1059","820.45204.1","820.45204.1.2005",820,45204,"O-Xylene",1,2005,61,61,1,0,0,40,0.655737705,0.549981967,1.433,0.350847285,0.089856162,"95-47-6","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.597483607,0.3173816,0.678768809
"1060","820.45208.1","820.45208.1.2005",820,45208,"1,2,4-Trimethylbenzene",1,2005,61,60,0.983606557,0,0,46,0.766666667,0.630363333,1.8237,0.414596963,0.107101752,"95-63-6","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.645853333,0.4038482,0.750178385
"1061","820.45220.1","820.45220.1.2005",820,45220,"Styrene",1,2005,61,61,1,0,0,9,0.147540984,0.196922951,0.4856,0.487730456,0.12491357,"100-42-5","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.311759016,0.4939276,0.438259748
"1062","820.45501.1","820.45501.1.2005",820,45501,"Benzaldehyde",1,2005,61,53,0.868852459,1,0.018867925,48,0.905660377,0.099979245,0.2708,0.063097168,0.017391733,"100-52-7","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.101066038,0.06229316,0.118236159
"1063","820.45807.1","820.45807.1.2005",820,45807,"1,4-Dichlorobenzene",1,2005,61,60,0.983606557,0,0,27,0.45,0.30272,0.7636,0.187568275,0.048454023,"106-46-7","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.367253333,0.1422242,0.40399374
"1064","820.43205.2","820.43205.2.2005",820,43205,"Propylene",2,2005,61,54,0.885245902,0,0,54,1,2.747294444,6.8997,1.845950055,0.503847375,"115-07-1","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,2.747294444,1.863283,3.255872802
"1065","820.43207.2","820.43207.2.2005",820,43207,"Freon 113",2,2005,61,55,0.901639344,0,0,45,0.818181818,0.56308,0.7587,0.09937329,0.026864363,"76-13-1","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.577292727,0.07495511,0.597555932
"1066","820.43218.2","820.43218.2.2005",820,43218,"1,3-Butadiene",2,2005,61,57,0.93442623,0,0,28,0.49122807,0.161454386,0.5376,0.118291126,0.031386861,"106-99-0","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.183191228,0.1056025,0.211211343
"1067","820.43231.2","820.43231.2.2005",820,43231,"N-Hexane",2,2005,61,56,0.918032787,0,0,56,1,1.327566071,3.5529,0.838014749,0.224421815,"110-54-3","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,1.327566071,0.8455987,1.554018882
"1068","820.43232.2","820.43232.2.2005",820,43232,"N-Heptane",2,2005,61,57,0.93442623,0,0,56,0.98245614,0.61997193,1.9015,0.470847667,0.124932702,"142-82-5","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.620978947,0.4741225,0.74678058
"1069","820.43248.2","820.43248.2.2005",820,43248,"Cyclohexane",2,2005,61,58,0.950819672,0,0,39,0.672413793,0.26147931,0.7297,0.181900868,0.047828395,"110-82-7","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.280484483,0.1687888,0.324865236
"1070","820.43312.2","820.43312.2.2005",820,43312,"2-Proponol",2,2005,61,51,0.836065574,9,0.176470588,22,0.431372549,0.614562745,4.3901,1.135365983,0.319326828,"67-63-0","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.720127451,1.111433,1.03272302
"1071","820.43447.2","820.43447.2.2005",820,43447,"Vinyl Acetate",2,2005,61,53,0.868852459,0,0,41,0.773584906,1.565279245,4.852,1.272877905,0.350848602,"108-05-4","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,1.627335849,1.231423,1.966758065
"1072","820.43502.2","820.43502.2.2005",820,43502,"Formaldehyde",2,2005,61,53,0.868852459,0,0,53,1,2.205309434,6.339,1.835562512,0.505943689,"50-00-0","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,2.205309434,1.853128,2.716094771
"1073","820.43503.2","820.43503.2.2005",820,43503,"Acetaldehyde",2,2005,61,55,0.901639344,0,0,55,1,1.110629091,2.7066,0.594191043,0.16063234,"75-07-0","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,1.110629091,0.5996676,1.272741952
"1074","820.43504.2","820.43504.2.2005",820,43504,"Propionaldehyde",2,2005,61,54,0.885245902,0,0,54,1,0.212398148,0.5654,0.132137154,0.0360665,"123-38-6","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.212398148,0.1333779,0.248803307
"1075","820.43510.2","820.43510.2.2005",820,43510,"Butyraldehyde",2,2005,61,55,0.901639344,0,0,55,1,0.389356364,0.9901,0.246833361,0.066728405,"123-72-8","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.389356364,0.2491084,0.456699798
"1076","820.43516.2","820.43516.2.2005",820,43516,"Trans-Crotonaldehyde",2,2005,61,48,0.786885246,37,0.770833333,11,0.229166667,0.00960625,0.0727,0.020799313,0.006039491,"123-73-9","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.02116875,0.01659019,0.025986039
"1077","820.43551.2","820.43551.2.2005",820,43551,"Acetone",2,2005,61,53,0.868852459,0,0,9,0.169811321,1.468162264,4.1916,1.056221229,0.291130627,"67-64-1","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,2.623741509,0.4533522,2.748700851
"1078","820.43552.2","820.43552.2.2005",820,43552,"Methyl Ethyl Ketone",2,2005,61,53,0.868852459,1,0.018867925,46,0.867924528,1.034183019,2.9758,0.721047568,0.198745324,"78-93-3","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,1.062837736,0.6956479,1.254582044
"1079","820.43801.2","820.43801.2.2005",820,43801,"Chloromethane",2,2005,61,51,0.836065574,1,0.019607843,50,0.980392157,0.971135294,1.5399,0.297137122,0.083571162,"74-87-3","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.981680392,0.2736171,1.058636441
"1080","820.43802.2","820.43802.2.2005",820,43802,"Dichloromethane",2,2005,61,54,0.885245902,1,0.018518519,28,0.518518519,0.469140741,1.8054,0.459255224,0.125352546,"75-09-2","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.511792593,0.4444869,0.633114162
"1081","820.43804.2","820.43804.2.2005",820,43804,"Carbon Tetrachloride",2,2005,61,54,0.885245902,0,0,51,0.944444444,0.55782037,0.7487,0.089942099,0.024549467,"56-23-5","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.560735185,0.08563113,0.584107984
"1082","820.43811.2","820.43811.2.2005",820,43811,"Trichlorofluoromethane",2,2005,61,55,0.901639344,0,0,55,1,1.352198182,2.062,0.265614076,0.071805543,"75-69-4","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,1.352198182,0.2680622,1.424665546
"1083","820.43817.2","820.43817.2.2005",820,43817,"Tetrachloroethylene",2,2005,61,60,0.983606557,0,0,9,0.15,0.215221667,0.9834,0.20810963,0.053760418,"127-18-4","Ross Ave.","27-123-0021",271230021,"St. Paul","Ross Ave.","St. Paul-Ross Ave","Metro","Urban","zip is 55106","1038 Ross Ave",15,495549,4979214,0.422433333,0.1350416,0.457318277
